The results are ordered in the same order as in c_rc_df (according to protein name),,,,,,,,
pos_1_res4_nt,pos_2_res4_nt,pos_3_res4_nt,pos_1_res7_nt,pos_2_res7_nt,pos_3_res7_nt,pos_1_res12_nt,pos_2_res12_nt,pos_3_res12_nt
0.468837389,-0.061023848,0.372855697,0.567892302,-0.208621558,0.812732887,-0.038540814,-0.325192101,0.528889584
0.354635473,-0.719737182,0.99756958,0.457807944,0.260266371,0.981044519,0.101258892,-0.783364507,0.999678077
0.999578529,0.960510455,-0.685880553,0.999317369,0.99630467,-0.133201308,0.996701241,0.978151424,-0.377473582
0.405294545,0.676243915,0.043628953,0.542369688,-0.028437847,-0.360113938,0.829529695,-0.935704466,-0.399550443
-0.277727044,-0.297221568,0.992757282,-0.363240543,-0.175708613,0.984269856,-0.174698909,-0.347050085,0.999927265
-0.298099008,0.023131746,0.936029472,-0.180806149,0.285494545,0.91102509,-0.434762333,0.033065064,0.954922325
0.89877867,0.050942931,-0.093780039,0.918519721,-0.720884802,0.944565959,0.886277158,-0.38326338,-0.427499138
0.970168937,0.906762349,-0.647478845,0.977677394,0.916604164,0.058172119,0.962740261,0.018244579,0.391798927
0.663808622,0.981586876,0.999120929,0.511363676,0.757475928,0.998672055,0.577578735,0.921644902,0.997179713
-0.435231558,0.99048941,0.999859525,-0.198695105,0.95906147,0.998700023,-0.055315203,0.991456728,0.998004591
-0.976947754,-0.154231504,-0.168732949,-0.958334183,-0.306883745,0.187380168,-0.976176795,-0.488688698,0.280636425
0.593385678,0.962214527,-0.638691625,0.608145936,0.937653263,-0.810962835,0.58218559,0.875728565,-0.225960895
0.062823688,-0.549890737,-0.677581856,0.011377774,-0.08459119,-0.257902665,0.093394688,-0.32473662,-0.620558463
-0.973780748,0.999891378,0.893583252,-0.775787922,0.998105923,0.954158083,-0.716144775,0.988177894,0.95808409
0.999330961,0.709049958,0.851021158,0.999145559,0.426928026,0.581377752,0.998566331,0.52843389,0.382571336
0.305750591,-0.386266895,0.273223433,0.586988694,-0.209224339,0.444022209,0.513247981,-0.203096586,0.876397195
0.52917649,0.980514201,0.994281639,0.72221321,0.984435303,0.999860746,0.451258226,0.994072635,0.999614919
0.849000463,0.948530193,0.89035673,0.967327224,0.969055207,0.952850705,0.981780836,0.951093516,0.959044952
0.162979682,0.912282515,0.636013885,0.621668442,0.81354808,0.412537098,0.527837481,0.71472559,0.972774235
0.330168591,0.992116099,0.107811729,0.559473027,0.979827284,0.335021794,-0.166790125,0.9988522,0.677428675
-0.094070799,0.870444469,0.983408485,-0.258149156,0.73485195,0.938385101,-0.414822513,0.880214932,0.979627687
0.882779003,0.8082663,0.106367663,0.781364575,0.573531761,-0.780418938,0.854133032,0.69431985,-0.863513191
0.527993933,0.57505342,0.995708888,0.581185716,0.744149059,0.9842084,0.60467601,0.637848294,0.999923783
0.993896394,0.97327908,0.988103301,0.993669026,0.691754449,0.997297222,0.979768535,0.972360988,0.999276667
0.686296148,0.140603335,0.994917516,0.63796894,0.20830328,0.981122709,0.474748253,0.308601906,0.999810855
-0.099783869,0.678781738,0.665589085,-0.272437377,0.352866112,0.616704974,-0.599925059,0.923915371,0.473269136
0.999029286,0.993549804,0.919886211,0.999102157,0.985489459,0.932942423,0.994927381,0.989926642,0.92067157
0.998349996,0.991642345,0.99559369,0.998439861,0.999815805,0.999156677,0.991866677,0.964194271,0.999761739
0.155579653,0.845425602,0.503215051,-0.036023404,0.5793311,0.522740723,-0.222667214,0.993744757,0.329143782
0.942299386,0.983564138,0.273183897,0.303417936,0.835469161,0.27519036,0.832633306,0.992074977,-0.369307361
0.821726365,-0.274588053,0.988521322,0.744500485,0.107612354,0.983121237,0.940738526,0.333984233,0.993492838
0.693299559,0.778819678,0.611718795,0.629229022,-0.244771031,-0.548840054,0.978554147,0.826294245,0.089787529
0.548356292,0.927195273,0.835075517,0.461515276,0.936105381,-0.68558629,0.478156904,0.767481843,0.542659863
0.891186404,0.989147147,0.999471062,0.518945326,0.987843812,0.999192934,0.995328852,0.975201543,0.998000277
0.949308533,0.997870903,0.998386095,0.909360284,0.996226902,0.999497083,0.926028654,0.989976306,0.999547871
-0.966064178,0.991847114,0.999590004,-0.687789964,0.992112063,0.999853325,-0.843883275,0.980260101,0.999652687
0.292693561,0.971211033,0.998486959,0.133758447,0.938587267,0.996390416,0.533582221,0.929896536,0.999814499
0.993268987,0.186732539,0.38239066,0.999154169,0.040252746,0.880020013,0.995821703,-0.06398885,0.586074943
0.999919415,0.572444284,0.994873222,0.996478694,0.964006963,0.997738978,0.999462942,0.908860282,0.998567468
0.526690135,0.999476081,0.995624549,-0.612488678,0.996496432,0.998523235,0.535851285,0.964319141,0.99943227
0.991621713,0.342792227,0.994873223,0.994817105,0.654314442,0.99796179,0.992656278,-0.145000058,0.999524727
0.681100389,0.977428817,0.768817203,0.768106094,0.961919258,0.760609729,0.60270617,0.993249382,0.766655186
0.691857598,0.982853426,-0.177329033,0.867457221,0.956527192,-0.162549863,0.582478901,0.990221646,-0.279907907
0.574224273,0.122439508,0.926186822,0.438152097,0.066662977,0.937620659,0.336655934,0.324592597,0.888911153
0.562528372,-0.417742618,-0.533201107,0.528706265,-0.541144204,-0.736976518,0.584025226,-0.102867421,-0.710880543
0.1727595,-0.75113124,-0.131877135,0.415290753,-0.791755409,-0.190726927,0.372931524,-0.752336943,-0.110870348
0.316364857,0.72680634,0.77812462,0.296475658,0.681884763,0.791053766,0.382782925,0.847824576,0.722056488
0.775424252,0.030740798,0.982107317,0.983062979,0.269284396,0.62223694,0.651720308,-0.016001076,0.939776554
0.655342859,0.945863262,0.995708244,0.900045402,0.920303018,0.996585772,0.636504038,0.805315762,0.99858358
0.042923126,-0.093934188,-0.774722823,-0.135123621,-0.763694063,-0.281424237,-0.013731508,0.330033722,-0.577177548
0.375493797,0.680570928,0.995972347,0.58800847,0.714642668,0.973570706,0.096203877,0.942384323,0.976594643
0.852152827,0.963134204,0.993767781,0.181058194,0.959063976,0.993709323,0.327667973,0.943150601,0.996189133
0.943754665,0.935085262,0.948208442,0.987687281,0.932928577,0.971672169,0.99715302,0.906593757,0.971091782
0.950148465,0.97958102,0.758337536,0.500353001,0.919576981,0.265349673,0.634005598,0.901987194,0.780143157
-0.244825766,0.779296604,0.956348837,0.036107139,0.769505466,0.996715651,0.003902624,0.614376846,0.965792395
0.188934857,0.95601725,0.977322849,0.024910262,0.892103207,0.997598461,0.15199213,0.853100618,0.983039168
0.431724169,-0.60765417,-0.169770283,0.613735193,0.201344167,0.030646733,0.472543973,0.748721008,-0.10508142
0.785761522,0.105921605,0.99426777,0.953774023,0.64619904,0.996572215,0.808216674,0.619782923,0.999305616
0.394396301,0.296152288,0.988483729,0.531885869,0.850229496,0.997247817,0.578267101,0.904237193,0.995076398
0.521934254,0.991295791,0.993485878,0.403116008,0.997945076,0.978058044,0.403044102,0.993450447,0.973353405
0.998844509,0.587554624,0.998143984,0.998576086,0.447963226,0.996889283,0.999593503,0.503869832,0.998761328
0.924321185,0.999814481,0.992713174,0.893287429,0.993355156,0.998236477,0.901474118,0.989940402,0.993675526
-0.110536903,0.244492431,0.392043706,-0.16233074,-0.166771092,0.414207975,-0.238070197,0.243865049,0.36773226
0.994344235,0.218926718,0.484689313,0.996672549,-0.016352695,0.393547566,0.990004995,0.281976587,0.356594395
0.504985561,-0.838728324,0.371084907,0.615551905,0.469228977,0.627289213,0.543356561,-0.464935239,0.315343113
-0.896068107,0.552711737,0.999610466,-0.345030271,0.018928678,0.995999297,-0.653750804,0.412654828,0.982623292
0.555093631,0.761864806,0.999596488,0.61649423,0.532275721,0.994407809,0.513902492,0.80424663,0.998043466
0.537287724,0.895275458,0.998377355,0.355447735,0.95536738,0.996619713,0.241446696,0.897934009,0.998850065
0.987144735,0.676236591,-0.09968419,0.986150027,-0.104648741,0.534716105,0.990395633,0.553224559,0.148931032
0.718424037,0.675753746,-0.55555975,0.654306052,0.764331719,-0.634865654,0.950943256,0.78544033,-0.732746168
0.997892852,0.97467362,0.991015893,0.99730667,0.95190433,0.760898249,0.998812365,0.953530858,0.747633503
0.662998399,0.667203131,-0.395982067,0.100647595,0.760951288,-0.293936573,0.661808977,0.79305315,-0.317291029
0.988656545,-0.044169392,-0.081849475,0.987832263,-0.144381785,-0.247215519,0.987772385,-0.052682449,-0.595599095
0.690876989,0.432968546,0.382833008,0.607078232,0.421532301,-0.261547835,0.108725291,0.354003449,-0.59396618
0.573331076,0.991256486,0.910773615,0.755075787,0.963685129,0.184674583,0.646441217,0.897966202,-0.517460518
0.998866323,0.956445349,0.912381702,0.998423485,0.930771259,0.621080952,0.999005683,0.920566823,0.22503788
0.997149499,0.913248732,0.970076016,0.997939547,0.913792984,0.971391485,0.996542685,0.916708293,0.965150038
-0.18858084,-0.187995509,0.545186495,-0.000953217,-0.096626164,-0.969199212,-0.56639987,-0.131716023,-0.992016558
0.906790921,-0.733590939,-0.978455088,0.898059129,-0.5652091,-0.813709623,0.926259056,-0.719582616,-0.405290997
0.941237496,-0.568058636,0.602161049,0.943124755,-0.948303694,0.955172501,0.935761109,-0.562597519,0.719511697
0.998752633,0.993467048,0.385791881,0.99903883,0.581404957,0.262528994,0.996093253,0.981972524,0.206825675
-0.077382077,-0.107575266,0.295808607,-0.10374078,0.654642347,0.121784571,-0.442791315,-0.35767507,0.778495445
0.999640337,0.45769345,0.003670953,0.999578289,0.418972981,0.223341432,0.999597135,0.863661299,-0.629413156
-0.164491476,0.856796622,0.99362634,-0.514935544,0.895082268,0.987917876,-0.507857123,0.89700581,0.998461379
0.819327712,0.958666724,0.785178926,0.840973429,0.931610359,0.710707476,0.831231763,0.850519885,0.689628385
0.843587524,0.815089899,0.945301656,0.954296601,0.809384483,0.924088414,0.888290521,0.869157659,0.933790166
0.816363935,0.717594403,0.835548809,0.864349689,0.934235927,0.997189645,0.860858391,0.958446738,0.99032565
0.225427506,0.062376495,0.154830243,0.303204053,0.090351993,0.510204976,0.258261236,0.134305807,0.871786906
0.826094756,0.93776712,0.896004068,0.686820934,0.996557488,0.995608175,0.850941276,0.990950869,0.993728765
0.698133508,0.733565303,0.998506989,0.788995686,-0.450108211,0.994774726,0.427538504,-0.436087384,0.981061027
0.820560048,0.929033788,0.997539302,0.957257064,0.921109967,0.994243205,0.550505049,0.988899827,0.980301749
0.820560048,0.929033747,0.997539302,0.941205057,0.933449583,0.990521618,0.478408639,0.989129104,0.980807109
-0.656634782,0.862265433,-0.197610033,-0.602299086,0.997723986,0.383900534,-0.725489634,0.514173044,0.265938289
0.595522861,0.988727654,0.904979283,0.311521896,0.873977442,-0.035189086,0.159590768,0.806948181,-0.3488209
0.074520202,0.953965448,0.416408738,0.164745318,-0.173310502,0.891300555,0.193384168,0.60937817,0.982292113
0.057254234,0.932515283,0.847299923,0.471774913,0.998525562,0.324680784,0.831641219,0.578761444,0.419677477
0.99760689,-0.013470147,0.995653261,0.999937016,-0.332946876,0.998827969,0.99898506,0.375050417,0.999227722
0.997752566,0.999473058,0.999049128,0.998862217,0.996323254,0.996908532,0.996444452,0.993487646,0.998225917
0.369199486,-0.52857747,-0.218361695,-0.547741544,-0.330730774,0.685142714,0.030639846,-0.63827076,0.696316344
0.999774088,0.81276451,0.890118388,0.999180988,0.79455228,0.933195984,0.999331485,0.755246656,0.930053846
-0.451638519,0.869140873,-0.7292379,-0.651528973,0.916956671,-0.879688334,-0.757750207,0.666696337,-0.878674297
0.658104433,0.743430941,0.960149757,0.478073434,-0.581465982,0.968272684,0.608006311,0.819254242,0.98569684
-0.743224272,0.950100842,-0.807279174,-0.875625544,0.996861812,0.482475155,-0.861604622,0.833955137,-0.740222871
0.998228044,-0.134754995,0.985527064,0.999515215,0.049980612,0.998199005,0.999618083,0.022333374,0.99826967
0.998199337,-0.600863336,0.996339635,0.868402701,-0.39201144,0.995320627,0.964171838,-0.397491176,0.998711612
0.901512308,0.67604862,0.952451774,0.769928817,0.665331657,0.923837821,0.764845714,0.992566963,0.472390459
0.997003774,0.945981722,0.671853386,0.999884927,0.575431467,0.012124222,0.998302755,0.931908507,0.367747959
-0.486999603,0.988035649,0.998999622,-0.227862263,0.959479045,0.998853037,-0.360348272,0.986559555,0.996984228
0.972364005,-0.654982468,0.957014783,0.896846717,-0.654446093,0.293729873,-0.256748016,-0.420708808,0.583223977
0.99974786,0.954437418,0.982331876,0.999070063,0.96307908,0.113763654,0.999326711,0.985480944,0.679103574
0.410500804,0.982021349,0.945108338,0.310210755,0.981850912,0.117451503,0.361240236,0.998066628,0.431593589
0.460071769,0.981582035,0.962687156,0.120969967,0.957239274,0.972721357,0.162761508,0.984554674,0.941577996
0.876487551,-0.167906849,-0.386090832,-0.254014699,0.238103421,-0.680200891,-0.111807445,0.098200168,-0.271776046
0.998729009,0.950706409,-0.069852136,0.99956864,0.901234142,0.425438924,0.999749597,0.844270124,-0.09199748
0.993189152,0.963734031,0.349803548,0.998541609,0.954867674,0.387002064,0.997157641,0.668948742,0.752098194
0.788660504,0.829392518,0.636623524,0.981945615,0.91228652,0.055053971,0.884703053,0.965945988,0.412139357
0.992724087,0.987106203,0.27487619,0.9953122,0.950910901,0.259175092,0.997318333,0.968392344,0.318112207
0.932489092,0.932428658,0.970623741,0.934592645,0.919449524,0.966522065,0.906553519,0.9179474,0.997090053
0.922090954,0.968881203,0.891983127,0.916323007,0.950800693,0.891461631,0.886796434,0.958947948,0.968850127
0.91855629,0.906392133,0.884095574,0.80144367,0.84033039,0.835392029,0.880696196,0.927033823,0.897975289
-0.009946551,0.808065146,-0.445977506,0.291236542,0.793627389,-0.515802426,0.223780287,0.933468254,-0.271072375
-0.012882154,0.935604525,0.474139818,0.505096096,0.724855318,-0.057176911,0.634315515,0.865539503,0.254526158
0.559369439,0.030071403,0.794273923,0.22505007,0.669765207,0.615755281,0.613898921,-0.979624733,0.903329589
0.31291541,0.502704274,0.402579701,0.634152831,0.941810643,-0.298183179,0.129983747,0.949280331,0.298882825
0.935680847,0.669547913,0.569425378,0.99892154,0.337306232,0.862832742,0.986114274,0.8686777,0.521841706
0.542989612,0.963271077,0.948704665,0.679712896,0.967096437,-0.171077222,0.352341447,0.994773128,-0.308740307
-0.840140348,0.706579666,0.374024297,-0.99964523,0.929192683,-0.175992956,-0.495087969,0.948223464,0.365544036
0.167559407,-0.092290917,-0.713145312,0.427726808,-0.017574963,-0.554121686,0.170873202,-0.431883139,-0.697861983
0.989113087,0.938527868,0.379757366,0.984799495,0.889902405,-0.653081123,0.989939356,0.927989057,0.356204408
0.999912575,0.695657682,0.388148975,0.99803313,0.97470131,0.634351204,0.999620121,0.89013488,0.333035443
0.999899523,0.906735994,0.599223661,0.99958437,0.996830254,0.512057691,0.999201739,0.987566057,-0.12670184
0.355700106,0.864938021,0.995530761,0.102194142,0.760662302,0.998367363,0.022231591,-0.348661478,0.997302439
0.815412446,0.866943301,0.213656526,0.789149137,0.19461125,0.362215776,0.87701525,0.571198261,0.343143896
-0.155637872,0.766846367,0.391470184,-0.083113504,0.937547786,0.415710161,-0.351261461,0.984917876,0.389886189
0.965663922,0.735060071,0.828006124,0.764191093,0.937694383,0.857741191,0.951560032,0.993295393,0.826575278
0.410937497,0.999536316,0.998931634,-0.006639143,0.996622959,0.999730314,0.137187415,0.98974331,0.998614395
0.861736663,0.9907134,0.958094022,0.908909992,0.987986679,0.61501961,0.736276641,0.987114066,0.344652187
0.405005353,0.557514625,0.999815378,0.616175027,0.758580016,0.999983825,0.277053427,0.593901522,0.999647557
0.545825069,-0.713369207,0.834997998,0.528729712,0.033401627,0.411178715,0.524656545,-0.403915603,0.857478136
0.238363637,0.731954633,0.988200898,0.547661482,0.88873331,0.985822333,0.285290608,0.857568205,0.984391699
-0.140345232,0.871731788,-0.080638446,0.330268456,0.84676029,-0.519327631,-0.251167537,0.926922892,0.193793747
0.389116042,0.997263033,0.998744234,0.427910833,0.699535246,0.995866376,0.173479636,0.691287,0.998211959
0.581504054,0.76710102,0.334258485,0.498927076,0.7215139,0.381587018,0.578162713,0.739939813,0.427228524
0.816892289,0.992095927,0.737711502,0.698730197,0.625706171,0.128881874,0.755463437,0.878230016,0.733216426
-0.826705122,-0.520973238,0.180430497,-0.97292574,-0.534337964,0.072251057,-0.771920199,-0.35813616,-0.067993909
-0.246802848,0.141321179,0.538148941,-0.06535302,0.773043256,0.315154021,0.819185065,0.301673486,-0.414304402
0.208111384,0.719131753,0.642370085,0.439309253,-0.805751155,0.522052765,0.461514538,0.537296451,0.806969004
-0.471837555,0.813708293,-0.457590142,-0.368090664,0.997010826,-0.180449563,-0.424449276,0.728116677,0.074777107
0.79573734,0.881298382,0.930245048,0.735866922,0.880517785,0.902961426,0.887708977,0.999095002,0.931840575
0.941815238,0.030949919,0.950588916,0.696596752,0.911222262,0.968106804,0.819615304,0.190124393,0.964415347
-0.150465393,0.960387375,0.978963143,-0.272510138,0.956623684,0.990047344,0.788212453,0.859886843,0.993441094
-0.395468415,0.600798714,0.990201072,-0.510960704,0.424261946,0.999334705,-0.227153948,0.094518747,0.998761708
0.576767468,0.998597482,0.647805896,0.879510382,0.983915012,0.790248551,0.988640053,0.975559751,0.898232105
0.24395221,0.990641059,-0.111861263,0.771213912,0.912016769,0.527129734,0.906540117,0.992619868,0.962904399
0.93989435,0.977295668,0.304850255,0.975395529,0.980354734,0.952522112,0.6316409,0.900626253,0.519717382
0.122794859,0.205483168,0.771431365,0.30704125,0.360589003,0.913817229,0.629463908,0.273940478,0.894800887
0.285276203,0.986321841,0.965189742,0.307025624,0.988889811,0.996116681,0.896212098,0.893239419,0.997953925
0.624311067,0.941253108,0.988069983,0.060388203,0.998686606,0.996557493,-0.047931748,0.58304367,0.996031069
0.598980359,0.992176056,-0.216336744,0.666896738,0.969875308,0.603415165,0.882727558,0.986653345,0.991977734
-0.150160816,0.892061491,0.59686584,-0.177924175,0.990001173,0.781370293,-0.107812774,0.995852091,0.695208385
0.714126382,0.999803461,-0.113893674,0.696122629,0.991228063,-0.44260412,0.815098678,0.944714772,0.43148164
0.985377238,0.998251286,0.999512833,0.996049403,0.992975272,0.995829847,0.978377942,0.993839999,0.999678204
0.998680244,0.008181553,0.999009557,0.999690702,-0.005211654,0.96269528,0.996530186,-0.482524525,0.999729617
0.826647694,-0.40612005,-0.794433459,0.681483006,-0.239683881,-0.742555966,0.610217382,-0.472160222,-0.723214899
0.992802181,0.646727057,0.076295379,0.998073732,0.632893082,0.005791513,0.996433719,0.57229066,0.240251508
-0.835634548,0.051859466,0.996959068,-0.939857627,0.201825674,0.997909429,-0.820079731,0.35672026,0.999104462
-0.440988698,0.977194079,0.995275412,-0.480383437,0.997119857,0.997587246,-0.370210734,0.971797005,0.987668209
0.999563505,0.048107003,0.994048917,0.996873883,-0.78683206,0.995827136,0.998639257,-0.184017416,0.996670869
0.007637795,0.968125045,0.18289775,0.143509552,0.992727073,0.915761615,0.061046973,0.964686868,-0.307854554
0.583108357,0.892706232,0.935037053,0.51559383,0.915134303,0.955889456,0.279410887,0.825196105,0.905187358
0.997685797,0.911223928,0.994022645,0.983564395,0.905562449,0.99998795,0.988046506,0.800417167,0.99052129
0.984665934,0.967034204,-0.01527333,0.971839477,0.949017431,-0.3342914,0.983499964,0.987067957,-0.79284145
0.919721157,0.992652737,0.928091056,0.908380439,0.967601196,0.914472444,0.894508382,0.998496272,0.860210089
-0.495681392,-0.503940146,0.923010035,-0.475906161,-0.441108724,-0.731440122,-0.582351245,-0.222902794,-0.350196557
0.998449442,0.896669879,-0.282496982,0.999068062,0.959436665,-0.359674892,0.997395469,0.974714527,-0.320130714
0.995737583,0.930203779,0.737792196,0.997417341,0.981264811,0.368796102,0.996834053,0.981617174,0.51044186
0.758513089,0.999659413,-0.00915426,0.74625115,0.997223317,-0.027503429,0.759808787,0.999503477,-0.037486423
0.996002391,0.034055306,-0.593263978,0.994980064,-0.233601437,-0.679776216,0.402518942,0.011177587,-0.666989203
-0.524279854,-0.501825313,0.901347101,-0.730746454,-0.380654107,-0.682415333,-0.569595055,-0.70369782,-0.169664159
0.866912923,-0.72272159,0.883059878,0.851239665,-0.6932318,0.839741366,0.881062226,0.544756009,0.898638087
0.990886603,0.078297894,-0.455113773,0.995968066,0.018023867,-0.685584618,0.953768573,0.193929369,-0.174587583
0.999389851,0.990280079,0.083671656,0.998331757,0.998560064,0.640755131,0.995818087,0.989918586,0.840070149
0.998745298,0.989088578,0.986669052,0.997832778,0.994698473,0.984793648,0.99636482,0.963773463,0.991592077
0.135369232,0.428385317,0.99878022,0.069939957,0.817779103,0.997459748,0.113070332,-0.470915075,0.999813745
0.115633527,0.856115838,0.755091717,-0.13215506,0.790595667,0.967444281,-0.04357753,0.887592329,0.871175484
0.99795967,0.999147619,0.950588646,0.999360715,0.994108646,0.934305491,0.99701919,0.996841611,0.950410664
0.272212497,-0.33817022,0.998753201,0.04800354,-0.27237641,0.999992838,0.139512654,-0.390406175,0.9996171
-0.715673741,0.673221622,0.993594117,-0.765921041,0.85173352,0.999576655,-0.665894233,0.229228485,0.997854234
0.60026476,0.972702965,0.999094433,0.561348269,0.677639312,0.999953191,0.570246892,0.882077181,0.99971176
0.522788411,0.99568961,0.468754807,0.752638455,0.919748652,0.273900459,0.62324624,0.976181958,0.445620478
0.941354421,0.989021245,0.961594116,0.838992903,0.965565343,0.672757479,0.847664914,0.975821636,0.904792919
0.695568466,0.718227043,0.916639894,0.418668228,0.779962883,0.896880272,0.747484293,0.6631413,0.915476311
-0.56671644,-0.377151515,-0.543250726,-0.582198063,-0.560924823,-0.084975905,-0.293432435,-0.320925156,-0.268073921
