The results are ordered in the same order as in c_rc_df (according to protein name),,,,,,,,
pos_1_res4_ret,pos_2_res4_ret,pos_3_res4_ret,pos_1_res7_ret,pos_2_res7_ret,pos_3_res7_ret,pos_1_res12_ret,pos_2_res12_ret,pos_3_res12_ret
0.96886283,-0.306794219,0.64454095,0.893561912,0.063835454,0.991712281,0.848622393,0.934520314,0.998375776
0.94421085,0.992564982,0.999908652,0.930392665,0.999373907,0.999884126,0.98825825,0.99893699,0.999973613
0.955472046,0.970211733,0.997951694,0.967318048,0.997823208,0.934214674,0.997095143,0.999646908,0.999323947
0.921765354,0.758347513,0.947399917,0.706092228,0.81525445,0.883227449,0.954550654,0.894012091,0.959091039
0.531161676,0.996034621,0.923650885,0.230585211,0.904501012,0.698206103,0.967925675,0.935767742,0.924689464
-0.029338339,0.927305195,0.977623577,0.709494701,0.928454988,0.979837694,0.973412476,0.987845304,0.984722672
0.985078843,0.967357658,0.98623672,0.84477937,0.966075337,0.885492132,0.97699513,0.949227709,0.653867263
0.92124681,0.508218838,0.994654178,0.853748974,0.930823555,0.99998841,0.974373713,0.978245157,0.999948244
0.999277165,0.998988216,0.997963584,0.999784687,0.999962744,0.998545232,0.999521715,0.999992871,0.998984498
0.635908758,0.674756406,0.999752729,0.362494156,0.869739162,0.999938806,0.982229726,0.9747213,0.99985706
0.013151132,0.880393162,0.935584819,0.74411054,0.834089514,0.635532548,0.958011923,0.994326715,0.155963077
0.99909814,0.984989025,0.922043061,0.992259975,0.999484623,0.918449075,0.998400383,0.997726005,0.953638321
0.998479432,0.959197822,0.999990192,0.998016064,0.790111562,0.999825662,0.99994029,0.987558461,0.999391844
0.115376261,0.815513854,0.683590739,0.944992346,0.991097025,0.625894499,0.983296513,0.962569406,0.919574712
0.883923442,0.987674638,0.914826227,0.938806497,0.984390502,0.972393576,0.987887418,0.996582914,0.995803003
0.817959107,0.529643207,0.990802785,0.890854299,0.357354148,0.991360203,0.884130718,0.931831438,0.99210648
0.606991198,0.451256579,-0.150657006,0.876902379,0.664879806,0.978965538,0.991186815,0.996101661,0.987206431
0.952474532,0.003672393,0.76148925,0.997028271,0.564275623,0.51856927,0.999984595,0.935910775,0.857158394
0.516882778,0.998765645,0.997853302,0.894121466,0.998876776,0.997338599,0.941390703,0.995510046,0.998443111
-0.221879421,0.999094044,0.999868892,0.793715685,0.999440318,0.999919126,0.985513762,0.999423775,0.999983194
-0.154943868,0.999611064,0.999901893,0.316997408,0.999722952,0.999721404,0.486383288,0.999763702,0.999847228
0.26063251,0.903529661,0.998280624,0.671533216,0.924181323,0.999484189,0.687846208,0.984486062,0.999421578
0.992793623,0.756452631,0.98450821,0.997941488,0.899950032,0.97460374,0.998135919,0.979964958,0.974444994
0.998681844,0.973504476,0.999973744,0.999949158,0.995441255,0.999981525,0.999979879,0.976785974,0.99999352
0.822534456,0.998372489,0.999975968,0.882606183,0.999964034,0.999991376,0.997805889,0.998538105,0.999968429
0.99758038,0.894999472,0.999973744,0.998786782,0.98920845,0.999982571,0.99999459,0.999078123,0.999994052
0.997779034,0.999596124,0.760377239,0.991926092,0.999816372,0.925772793,0.997229491,0.999752453,0.697057043
0.998718168,0.998175433,-0.204178083,0.990530743,0.998971561,-0.276912339,0.987604654,0.997641664,-0.162773097
0.966372158,0.344004679,0.904767781,0.827395832,0.254754017,0.920862871,0.79026832,0.015679655,0.940652749
0.240618834,0.78826422,0.981070702,0.47562949,0.790460585,0.950055244,0.642060941,0.96851415,0.966543904
0.395831386,-0.728584112,0.004363064,0.701660114,-0.856206487,-0.023202153,0.965119072,-0.197643232,0.69857037
-0.343094141,0.856054773,0.749836752,0.491186013,0.714255414,0.859478535,0.30402277,0.914965817,0.971211862
0.895539395,0.278312105,0.926322038,0.89238912,0.508282803,0.997022253,0.987468621,0.968602938,0.984102944
0.98559997,0.906607049,0.998793108,0.993832061,0.999777928,0.999899524,0.99497784,0.999194476,0.999728514
0.290089257,0.7018477,-0.337793449,0.752013187,0.827538784,0.826798717,0.988064839,0.974397057,0.492624536
-0.57815512,0.674617215,0.996712882,-0.305763352,0.163519825,0.996109467,0.898773609,0.746550479,0.995738138
0.864643152,0.950860567,0.999902702,0.864726979,0.959659036,0.999961814,0.998641288,0.993993924,0.999979458
0.989284912,0.743528116,0.99179122,0.997283465,0.998145518,0.971563244,0.999558455,0.998419597,0.982388657
0.179617979,0.999664557,0.979325109,0.753469689,0.999016394,0.990914642,0.933401619,0.999794915,0.998291262
0.979174244,0.90706721,0.992176398,0.999958114,0.98582313,0.984514442,0.991756466,0.977622964,0.99207037
0.10796374,0.908807322,0.989775178,0.727534966,0.909221489,0.987618079,0.644627498,0.972292443,0.994003922
0.983145182,0.874721,0.392291671,0.999427823,0.943513615,0.993000258,0.999743359,0.988600445,0.988080133
0.516999269,0.907895257,0.999004096,0.990149537,0.901798249,0.999455695,0.999489787,0.987543757,0.99901014
0.925474264,0.708619603,0.991919029,0.946056085,0.992898294,0.998786978,0.995158902,0.943532679,0.999773472
0.994248141,0.988723663,0.997792505,0.999842654,0.989339011,0.999923512,0.999741524,0.999794854,0.999958977
0.998092681,0.518091222,0.999810169,0.997576962,0.990851078,0.999966799,0.999717508,0.910977408,0.99990176
0.676891097,0.994158087,0.999778545,0.695927366,0.985719955,0.999953837,0.558153677,0.99722778,0.999897066
0.583037568,0.918489992,0.536550857,0.697420501,0.978391797,0.433190988,0.784160532,0.984748946,0.593858543
0.997148121,0.340856516,0.747185748,0.997996546,0.996836884,0.901613079,0.996334661,0.984186388,0.927526126
0.248750329,0.509986513,0.987650109,0.720925269,0.945144592,0.999785983,0.946668457,0.976184771,0.998446551
0.57244927,0.886854508,0.999167179,0.965603272,0.896487422,0.999076463,0.999894243,0.964702665,0.999572998
0.447363252,0.728369749,0.997336155,0.77826589,0.599411181,0.999614791,0.999115146,0.989957235,0.997792946
0.997960842,0.974091743,0.999984104,0.999915265,0.999305913,0.999795463,0.999490521,0.999427975,0.999745681
0.988224823,0.811168316,0.666137635,0.991493886,0.139924576,0.35311065,0.999429574,0.938350853,0.962712067
0.959722339,0.992382672,0.28449435,0.961518595,0.949678602,-0.238872315,0.987893136,0.978299196,0.979673824
0.995151204,0.965191493,0.971295925,0.9988295,0.999283154,0.955961571,0.998902915,0.992941998,0.987445813
0.937285051,0.812969642,-0.149351021,0.961106112,0.936003959,0.962652396,0.997271445,0.988796986,0.894847229
0.995575907,0.597124296,0.864115607,0.993779339,0.983395739,0.997526142,0.998982254,0.997118243,0.997901223
0.941269451,0.715414354,0.899034436,0.837006451,0.713182301,0.476759979,0.969608332,0.939950284,0.88307983
0.778820925,0.964921797,0.990154918,0.987389704,0.994796922,0.975834129,0.997633808,0.994398673,0.93960633
0.999657309,0.938662837,0.646165342,0.999249297,0.992590938,0.979447142,0.999982614,0.99786538,0.999800591
0.997104445,0.935911852,0.982081767,0.999471496,0.949380983,0.97897131,0.993803059,0.981775376,0.985807934
-0.137471742,0.102124799,-0.677208603,0.867992651,0.176639236,0.486689159,0.600273345,0.801181278,0.954897676
0.862200864,-0.77536487,-0.997839937,0.91954454,0.884192429,-0.990000871,0.885318885,0.754601806,0.051250385
0.950851054,0.939210116,0.318505687,0.937108786,0.980834864,0.96129485,0.970738233,0.877335658,0.822127342
0.999257958,0.999356304,0.985645103,0.999865977,0.99961379,0.995390141,0.999932572,0.999948844,0.984782384
-0.34272871,-0.233787384,0.125035461,0.936189957,0.997239061,0.984199363,0.98883623,0.991942737,0.996789877
0.999886416,0.957599339,0.998291168,0.999437614,0.991793525,0.991946917,0.999957658,0.997577407,0.998474788
0.22161745,0.904491973,0.997194923,0.920017607,0.942425671,0.997208527,0.993161138,0.986312811,0.996111729
0.779651381,0.997624727,0.714466488,0.953973589,0.981489389,0.179191376,0.966737594,0.999169865,0.881824645
0.995623627,0.927176973,0.956957491,0.998852173,0.965719169,0.956457953,0.999419537,0.941523413,0.990592847
0.977519097,0.996201089,0.999934304,0.991229226,0.99421418,0.999933739,0.997910451,0.999452091,0.999977431
0.933085137,0.820854567,0.830519677,0.998264666,0.993920254,0.990505789,0.995586662,0.999325053,0.987010411
0.989264155,0.996003361,0.993779684,0.980026538,0.999966922,0.999758481,0.983361224,0.999910371,0.999778346
0.211182898,-0.320735272,0.999205169,0.998546483,0.999860296,0.999969769,0.999249412,0.999882085,0.999984077
0.993062556,0.998836929,0.999158773,0.992276303,0.99988595,0.999869926,0.999389065,0.999990692,0.999946254
0.993062556,0.998836929,0.999158773,0.992276303,0.99988595,0.999869926,0.999393891,0.999999152,0.999960778
0.944423624,0.999762509,0.998925387,0.969339409,0.999903455,0.99985251,0.999252057,0.999999807,0.999857763
0.754532633,0.775183951,0.985802202,0.965796289,0.998053116,0.998207554,0.993519848,0.997528277,0.996807746
-0.294848727,0.985527393,0.997014169,0.964117729,0.970751074,0.96164269,0.889768116,0.977423272,0.978934519
0.781288033,0.912350318,0.973498349,0.996488927,0.999721242,0.984775857,0.99806015,0.999074093,0.991727412
0.999476773,0.781294969,0.999835214,0.999528322,0.885861144,0.999891065,0.999812368,0.58890314,0.995155348
0.996648014,0.998481102,0.999635766,0.997879472,0.999601736,0.999983526,0.998440413,0.999778028,0.999952117
0.945543622,0.9861198,0.846780129,0.878453725,0.849115815,0.558946631,0.986388165,0.999675818,0.977779712
0.997506569,0.877245829,0.92151053,0.997616884,0.900641577,0.973628459,0.997725877,0.975035116,0.986094065
0.056768465,0.704028915,-0.061832606,0.792148594,0.808635129,0.949243456,0.730701415,0.895729319,0.941834084
0.987750804,0.70216296,0.990823063,0.989592545,0.901607049,0.932848291,0.980166064,0.875720085,0.999976105
-0.473810784,0.998137762,0.866285365,0.844749295,0.995433674,0.98689483,0.980788847,0.999957544,0.989515225
0.998441816,0.921093832,0.996549282,0.999934485,0.99981515,0.999966469,0.999978614,0.999843194,0.999946599
0.815812232,0.999450676,0.999952354,0.754063855,0.96509433,0.997948398,0.980200585,0.996565986,0.999799347
0.978967845,0.700638699,0.954199247,0.830124775,0.988935787,0.986142838,0.941301337,0.894862616,0.982716849
0.999735749,0.622281308,0.806014523,0.999984641,0.999953621,0.939425895,0.999864166,0.999789575,0.999729073
0.94645646,0.998137335,0.99992454,0.984465173,0.999888444,0.999952088,0.993052304,0.999330406,0.999988366
0.993847939,0.998358564,0.999869926,0.997001677,0.998633318,0.995980531,0.999677454,0.999867519,0.999849594
0.999804262,0.999935946,0.998523478,0.99999187,0.999618491,0.999953425,0.999952155,0.999574666,0.999720433
0.449261438,0.999901832,0.999999657,0.484024193,0.999990212,0.999998885,0.405034242,0.999994353,0.999994805
0.415010144,0.995093673,0.946151519,0.993916799,0.980185713,0.971243945,0.994368558,0.998299329,0.998043563
0.936321879,0.924069247,0.866368072,0.971033872,0.959851899,0.881800717,0.979090849,0.998649652,0.904497286
0.993762323,0.943427358,0.83894334,0.998066295,0.975977162,0.87890843,0.999729285,0.99034534,0.926713598
0.994146185,0.992461917,0.881266866,0.996905758,0.995821633,0.952239155,0.999768085,0.998005613,0.99900098
0.425883465,0.978222454,0.956121689,0.873238402,0.974507045,0.990433949,0.952054055,0.977933015,0.984417978
0.993918633,0.984710504,0.83544828,0.99416263,0.998352238,0.963559014,0.999560145,0.99689381,0.947792416
0.991861791,0.994587111,0.99555666,0.996589268,0.991791931,0.996490281,0.999631702,0.995501678,0.997932943
0.984286047,0.997803504,0.991316753,0.99307412,0.994782811,0.9892716,0.998380843,0.997812889,0.986877865
0.811737572,0.805652892,0.942163704,0.796062893,0.825689834,0.93609174,0.818494105,0.904461952,0.932370668
-0.201927404,0.99249016,0.996861612,-0.337463739,0.967535556,0.997317788,0.994536539,0.994950655,0.992817632
0.98445199,0.999941304,0.59728085,0.996591417,0.999413731,0.845348384,0.999659591,0.99324419,0.962493129
0.985357569,0.928014097,0.992894536,0.960229925,0.666126136,0.999536213,0.988472402,0.973941741,0.998219459
0.974762324,0.999408812,0.654886575,0.995786379,0.999942393,0.886580413,0.998872841,0.999912914,0.958766252
0.977533089,0.999068416,0.990662062,0.983384791,0.996136686,0.926571451,0.999647851,0.999783985,0.95579038
0.998246759,0.993503976,0.994538118,0.999841679,0.999235046,0.997187044,0.999984487,0.999809868,0.999820895
0.2018506,0.953049224,0.020487548,0.999649441,0.999975091,0.999959747,0.999573821,0.999974236,0.999790946
0.910818119,0.832995878,0.432780824,0.993009635,0.950310321,0.285989901,0.995404655,0.984311242,0.971558886
0.987720236,0.997349098,0.891972392,0.994623234,0.986047588,0.973914796,0.997807987,0.999793143,0.950664276
0.999909083,0.999800527,0.997742049,0.999832532,0.999856451,0.999294705,0.999924444,0.999774081,0.999706722
0.999827693,0.964222722,0.928714494,0.999999273,0.983457408,0.998804115,0.999959035,0.984707543,0.997986622
0.994046995,0.96779039,0.99899157,0.997296305,0.978928263,0.999805889,0.992210412,0.997469373,0.999917023
0.993912874,0.999190296,0.489875029,0.999204792,0.999542654,0.617348016,0.997727798,0.999488992,0.998870204
-0.60770485,0.915534039,0.40935812,0.516815871,0.975097409,0.629242456,0.996918473,0.988783034,0.94904318
0.877874102,0.945116097,0.959666766,0.983041395,0.994641226,0.99637077,0.997434909,0.999593109,0.971264084
-0.232291021,0.997591868,0.999997139,0.969150474,0.998415751,0.999968103,0.995327518,0.999715772,0.99998668
0.999682819,0.999750553,0.992537687,0.994780503,0.999955332,0.996873706,0.999926011,0.999991517,0.999609993
0.623255839,0.961852186,0.99988527,0.957984557,0.927597169,0.999692205,0.919933219,0.935472869,0.9996189
0.626378678,0.266005029,0.976478775,0.59162985,-0.021299349,0.941002346,0.970113843,0.962551935,0.994238088
0.610881314,0.878939762,0.989157736,0.977352632,0.910344372,0.984443169,0.998356371,0.996034391,0.994661774
0.999701241,0.998566852,0.99850068,0.991352196,0.999360462,0.98244275,0.987682355,0.999649569,0.964755648
0.852104348,0.959609079,0.999595874,0.937605335,0.924741702,0.998874699,0.998861343,0.993731014,0.999890904
0.020411257,0.996937501,0.997399151,0.555024067,0.997002073,0.999782408,0.938922356,0.9987682,0.99979848
0.998054094,0.999709375,0.984511877,0.995711827,0.998410864,0.985532121,0.998470901,0.999854112,0.998858683
0.888520308,0.946910662,0.999274725,0.93007419,0.54121913,0.999762897,0.970119724,0.977932817,0.998664149
0.998998885,0.984543394,0.998930447,0.999812911,0.997997214,0.9934907,0.999925915,0.999828212,0.99792418
0.96963389,0.96095502,0.998522181,0.996304918,0.990632691,0.999237727,0.999676094,0.998051095,0.999858198
0.970598852,0.981225946,0.996536942,0.98730247,0.992975023,0.997784767,0.997740054,0.997366775,0.998969212
0.990003442,0.991821335,0.966297979,0.944115553,0.998073564,0.859349726,0.965026112,0.997272606,0.997402575
0.950206813,0.912784698,0.965095325,0.963936264,0.906604544,0.982454496,0.973841725,0.989025357,0.989674028
0.229267816,0.910983933,0.986433176,0.922180566,0.985686583,0.998519716,0.975907346,0.9989869,0.999242681
-0.056102953,0.459389431,0.983591773,0.157282675,0.456415013,0.998047377,0.07888972,0.506003204,0.99387414
0.388741111,0.998986048,0.860134325,0.996142129,0.993055743,0.999263133,0.999577079,0.999767921,0.997384488
0.991670292,0.999917677,0.999788013,0.999628532,0.999976196,0.99979108,0.994887775,0.999962866,0.999864436
0.377162285,0.966181512,0.997578144,0.959693656,0.99258332,0.983617693,0.995154897,0.999573101,0.971281006
0.713561388,0.868748007,0.903587714,0.999628217,0.879839213,0.909726552,0.972398514,0.824541258,0.979407776
0.896430729,0.996941075,0.999899107,0.986820546,0.998982259,0.999105202,0.999479301,0.969194082,0.998400469
0.996379404,0.866684984,0.990345154,0.993649328,0.9757953,0.99768775,0.998997684,0.971144189,0.998628258
0.810301448,0.995934517,0.982237136,0.713730476,0.991785717,0.994246006,0.988953168,0.998211913,0.997578643
0.482178237,0.993580868,0.999400408,0.998260124,0.997841337,0.997993408,0.99901989,0.99942236,0.999200228
0.732261376,0.995533544,-0.077654711,0.998140764,0.991065823,0.998660763,0.999162407,0.999814763,0.993287627
0.998514015,0.952504241,0.99981218,0.988764672,0.997036248,0.999996017,0.999523962,0.999369352,0.999806043
0.999064079,0.959476882,0.999742042,0.999899267,0.989880919,0.999689712,0.999998249,0.999789873,0.999988139
0.963580304,0.370374005,-0.524075587,0.988696619,0.997013384,0.687689304,0.986824584,0.997853388,0.74487235
0.998164279,0.862669212,0.977034956,0.999431248,0.87097483,0.940038118,0.998079053,0.98958382,0.993823828
-0.102455326,0.963238481,0.999945265,0.732870967,0.990685996,0.999028167,0.958834177,0.998393171,0.999091541
-0.155655197,0.999134014,0.999796636,0.770932553,0.999978639,0.998911281,0.99622694,0.999650907,0.9994329
0.99836818,0.999097974,0.99965305,0.999821863,0.997353653,0.999425097,0.999895811,0.999847253,0.998621307
-0.262374441,0.985955203,-0.162611507,-0.837766291,0.981611455,0.873637775,0.913223797,0.999173717,0.998472549
0.980239846,0.98373096,0.983962347,0.996577289,0.992088584,0.996519455,0.999644251,0.986699689,0.99758586
0.997582664,0.927620965,0.995798414,0.95260087,0.993357838,0.998828321,0.998192957,0.999961515,0.999999539
0.980452962,0.812087576,0.042372502,0.99408871,0.996136951,0.868365989,0.98619407,0.997255832,0.921617553
0.917255044,0.972609403,0.844902366,0.979955386,0.998502902,0.950296425,0.995405272,0.99553318,0.982087096
0.997471288,0.873547001,0.982941622,0.9933718,0.979852981,0.999773209,0.999591607,0.999265205,0.999984649
0.997325042,0.999388949,-0.228813777,0.999526914,0.999978327,0.999807469,0.999535918,0.999986634,0.999742425
0.997722107,0.99591108,0.926822919,0.998455482,0.99720965,0.977778692,0.999393325,0.99958853,0.953684573
0.751605144,0.996532005,0.001592002,0.798438215,0.995263632,0.134950147,0.845595637,0.995864419,0.132408892
0.900559486,0.909005625,0.897504695,0.971561598,0.841191772,0.907633831,0.998400645,0.959750002,0.974605006
0.854566792,0.885537484,0.991658615,0.99548369,0.518643255,0.990356959,0.913090958,0.97928291,0.97768424
0.94318761,0.92725588,0.988312757,0.744620773,0.818615399,0.096463751,0.943236284,0.908498542,0.985110615
0.996190398,0.950633968,-0.397845477,0.992023727,0.40209762,0.904893098,0.992155771,0.947809673,0.966672577
0.997320464,0.999027087,0.169574535,0.999811612,0.998903251,0.982483704,0.999507934,0.999705306,0.992315956
0.996867015,0.994358239,0.962313748,0.999932217,0.997072564,0.992543601,0.999981661,0.999375754,0.999563127
0.370935832,0.702949885,0.998767577,0.401114534,0.852384638,0.999336675,0.718633445,0.993399167,0.999555454
0.616155746,0.856377533,0.903530524,0.791080565,0.968588418,0.944047194,0.996734293,0.995287384,0.998688028
0.999607968,0.996271917,0.941514306,0.998845075,0.997629389,0.921296425,0.999699709,0.999955725,0.985127331
0.609898064,-0.101170241,0.999731824,0.498826837,0.229515571,0.999511541,0.480814467,-0.51166429,0.999985851
0.798341815,0.994818628,0.999825559,0.969735215,0.962457341,0.997175743,0.998879174,0.996939338,0.99910948
0.996683924,0.999228664,0.99995436,0.998705084,0.999764393,0.999950607,0.998145458,0.999123113,0.99989091
0.710677384,0.999821955,0.920444563,0.920670735,0.999671804,0.936496216,0.976715433,0.99996355,0.991907178
0.988817525,0.891504247,0.994742691,0.96378944,0.998146769,0.99782338,0.97428882,0.996256617,0.995157169
0.994272889,0.950448816,0.971712786,0.999402766,0.956960802,0.99103309,0.999734074,0.999572271,0.995655824
0.901689028,0.827515026,0.355389437,0.999081052,0.990522927,0.449059878,0.99898864,0.945879124,0.920215708
0.977471666,0.999344567,0.999997381,0.993334414,0.990408086,0.999910577,0.9993415,0.998439681,0.99979898
0.98077203,0.975413625,0.684396596,0.992811547,0.978600767,0.990050414,0.983937193,0.988340041,0.996780632
0.995112877,0.968078011,0.99957172,0.991882373,0.900652319,0.999616489,0.999773591,0.973644296,0.999358934
0.996169333,0.999563806,0.999555665,0.998018682,0.996954417,0.999932223,0.993717423,0.997411835,0.999978313
0.818299214,0.787136736,0.337528656,0.999899162,0.939605208,0.79544531,0.990670765,0.998796163,0.966675316
